InventoryId,Sum of BeginOnHand,Sum of EndOnHand,LowInvFlag,Sum of Purch_Agg.TotalPurchase$,Sum of Purch_Agg.TotalPurchaseQty,Sum of Sales_Agg.TotalSales$,Sum of Sales_Agg.TotalSalesQty,Purch_Agg.AvgPurchasePrice,Inventory Variance
10_HORNSEY_41530,21,43,0,350.4,60,49.95,5,5.84,22
10_HORNSEY_41537,14,9,1,180.6,10,83.89,3,18.06,-5
10_HORNSEY_41546,39,25,0,528.96,96,23.98,2,5.51,-14
10_HORNSEY_4157,232,212,0,4051.44,5627,917.73,927,0.72,-20
10_HORNSEY_41605,6,5,1,241.56,6,0,0,40.26,-1
10_HORNSEY_41633,15,19,0,103.2,12,0,0,8.6,4
10_HORNSEY_41711,30,3,1,35.42,11,46.91,9,3.22,-27
10_HORNSEY_41712,16,12,0,183.68,56,93.82,18,3.28,-4
10_HORNSEY_41713,24,18,0,347.76,108,125.77,23,3.22,-6
10_HORNSEY_41714,16,3,1,154.56,48,68.88,12,3.22,-13
10_HORNSEY_4174,11,17,0,2871.47,133,671.76,24,21.59,6
10_HORNSEY_41751,23,75,0,1171.8,189,8.99,1,6.2,52
10_HORNSEY_41759,15,21,0,397.12,73,151.81,19,5.44,6
10_HORNSEY_4176,8,8,1,1764.4,220,228.8,20,8.02,0
10_HORNSEY_4178,29,12,0,663.94,89,199.8,20,7.46,-17
10_HORNSEY_41787,12,12,0,252.96,12,199.95,5,21.08,0
10_HORNSEY_4179,3,8,1,3815.28,252,715.7,30,15.14,5
10_HORNSEY_4181,11,6,1,3232.65,345,611.49,51,9.37,-5
10_HORNSEY_41827,29,28,0,293.76,36,26.98,2,8.16,-1
10_HORNSEY_4187,4,11,0,3405.25,265,971.51,49,12.85,7
10_HORNSEY_41899,4,10,1,197.04,24,38.97,3,8.21,6
10_HORNSEY_419,4,15,0,1103.31,69,373.83,17,15.99,11
10_HORNSEY_41912,6,16,0,139.57,17,77.94,6,8.21,10
10_HORNSEY_4192,0,6,1,180.36,12,0,0,15.03,6
10_HORNSEY_41927,13,14,0,109.68,12,15.99,1,9.14,1
10_HORNSEY_4194,11,6,1,2360.52,249,493.62,38,9.48,-5
10_HORNSEY_41940,75,12,0,514.08,36,1346.37,63,14.28,-63
10_HORNSEY_4195,22,6,1,1366.7,158,329.7,30,8.65,-16
10_HORNSEY_4196,1,6,1,3312.24,444,567.55,45,7.46,5
10_HORNSEY_41965,17,18,0,233.52,24,60.96,4,9.73,1
10_HORNSEY_4197,17,24,0,1228.58,94,579.66,34,13.07,7
10_HORNSEY_41970,54,14,0,96.91,11,207.87,13,8.81,-40
10_HORNSEY_4198,79,55,0,8895.08,508,2105.22,78,17.51,-24
10_HORNSEY_4199,12,29,0,4043.88,239,258.89,11,16.92,17
10_HORNSEY_41990,10,12,0,425.76,12,54.99,1,35.48,2
10_HORNSEY_4201,23,19,0,1432.5,150,233.82,18,9.55,-4
10_HORNSEY_42018,18,14,0,190.56,24,215.85,15,7.94,-4
10_HORNSEY_4204,7,1,1,4063.5,525,677.45,55,7.74,-6
10_HORNSEY_42053,9,7,1,271.2,12,0,0,22.6,-2
10_HORNSEY_4206,0,2,1,234.3,6,0,0,39.05,2
10_HORNSEY_42097,0,39,0,460.8,60,0,0,7.68,39
10_HORNSEY_42099,8,2,1,820.8,72,241.87,13,11.4,-6
10_HORNSEY_4211,9,5,1,1708.2,219,291.72,28,7.8,-4
10_HORNSEY_42115,12,7,1,,,0,0,,-5
10_HORNSEY_42117,13,12,0,115.2,12,28.98,2,9.6,-1
10_HORNSEY_42118,24,18,0,,,0,0,,-6
10_HORNSEY_42122,25,26,0,407.7,90,86.71,9,4.53,1
10_HORNSEY_42124,4,11,0,216.72,24,99.95,5,9.03,7
10_HORNSEY_4216,0,5,1,203.04,12,0,0,16.92,5
10_HORNSEY_42167,7,14,0,103.2,12,25.98,2,8.6,7
10_HORNSEY_4218,77,85,0,4160.78,338,821.54,46,12.31,8
10_HORNSEY_42188,75,137,0,46389.64,1364,6856.21,129,34.01,62
10_HORNSEY_42212,20,20,0,138.38,34,47.92,8,4.07,0
10_HORNSEY_4222,21,15,0,3627.46,454,637.47,53,7.99,-6
10_HORNSEY_4223,60,21,0,3327.16,223,543.77,23,14.92,-39
10_HORNSEY_4224,23,13,0,1315.6,115,278.83,17,11.44,-10
10_HORNSEY_4225,40,25,0,2332.99,127,382.85,15,18.37,-15
10_HORNSEY_42255,5,8,1,195.96,12,0,0,16.33,3
10_HORNSEY_4226,9,21,0,5230.08,681,861.32,68,7.68,12
10_HORNSEY_4228,2,8,1,720.3,49,187.92,8,14.7,6
10_HORNSEY_4229,15,9,1,1984.5,135,787.67,33,14.7,-6
10_HORNSEY_4233,36,25,0,1912.41,243,384.69,31,7.87,-11
10_HORNSEY_4234,26,38,0,2556.8,320,305.76,24,7.99,12
10_HORNSEY_4235,0,0,1,726.72,96,0,0,7.57,0
10_HORNSEY_42350,1,23,0,718.91,67,26.99,1,10.73,22
10_HORNSEY_4237,0,124,0,178.6,235,0,0,0.76,124
10_HORNSEY_42386,27,25,0,1930.06,341,526.38,62,5.66,-2
10_HORNSEY_4239,6,5,1,545.04,36,65.97,3,15.14,-1
10_HORNSEY_42399,20,12,0,157.68,24,11.99,1,6.57,-8
10_HORNSEY_42401,10,11,0,77.4,12,11.99,1,6.45,1
10_HORNSEY_4241,173,119,0,4665.78,3174,728.34,366,1.47,-54
10_HORNSEY_42413,12,21,0,1179.68,202,410.68,32,5.84,9
10_HORNSEY_42420,11,16,0,110.4,24,43.94,6,4.6,5
10_HORNSEY_42421,71,89,0,657.9,85,73.95,5,7.74,18
10_HORNSEY_42422,74,44,0,1199.52,153,79.95,5,7.84,-30
10_HORNSEY_4243,136,198,0,25806.69,1781,3570.47,153,14.49,62
10_HORNSEY_4244,0,59,0,1348.08,137,0,0,9.84,59
10_HORNSEY_4245,78,46,0,10372.44,1308,1988.34,166,7.93,-32
10_HORNSEY_42456,12,7,1,,,31.99,1,,-5
10_HORNSEY_4246,34,0,1,3312.7,785,623.71,79,4.22,-34
10_HORNSEY_42462,50,22,0,496.08,72,85.92,8,6.89,-28
10_HORNSEY_4247,13,20,0,4098.87,513,507.61,39,7.99,7
10_HORNSEY_4249,23,23,0,2046.83,197,441.68,32,10.39,0
10_HORNSEY_4250,1,4,1,777.56,28,204.95,5,27.77,3
10_HORNSEY_4251,0,22,0,93.6,120,0,0,0.78,22
10_HORNSEY_4254,0,15,0,3350.49,143,0,0,23.43,15
10_HORNSEY_4256,0,11,0,268.56,12,0,0,22.38,11
10_HORNSEY_4257,0,0,1,184.8,240,0,0,0.77,0
10_HORNSEY_42579,14,14,0,293.85,45,29.97,3,6.53,0
10_HORNSEY_4258,15,13,0,2528.4,344,299.76,24,7.35,-2
10_HORNSEY_42581,0,12,0,157.8,12,0,0,13.15,12
10_HORNSEY_426,49,46,0,1780.07,283,455.43,57,6.29,-3
10_HORNSEY_4260,0,35,0,14177.66,851,0,0,16.66,35
10_HORNSEY_4261,103,223,0,82612.53,5109,18400.64,836,16.17,120
10_HORNSEY_4262,203,127,0,14032.26,1254,3224.97,203,11.19,-76
10_HORNSEY_4264,13,45,0,9558.37,829,2192.6,140,11.53,32
10_HORNSEY_42640,9,4,1,,,9.99,1,,-5
10_HORNSEY_42642,22,23,0,213.46,26,0,0,8.21,1
10_HORNSEY_4265,61,33,0,6137.18,743,1516.62,138,8.26,-28
10_HORNSEY_42663,19,14,0,145,25,68.94,6,5.8,-5
10_HORNSEY_4267,9,32,0,3389.54,217,615.74,26,15.62,23
10_HORNSEY_42678,16,6,1,39.96,12,9.98,2,3.33,-10
10_HORNSEY_4268,22,59,0,3759.5,206,551.76,24,18.25,37
10_HORNSEY_4269,21,11,0,6094.42,661,1129.13,87,9.22,-10
10_HORNSEY_4270,2,2,1,4176.34,322,613.66,34,12.97,0
10_HORNSEY_4272,9,14,0,490.32,24,89.97,3,20.43,5
10_HORNSEY_42735,27,12,0,97.2,12,13.99,1,8.1,-15
10_HORNSEY_4274,5,0,1,266.52,12,34.99,1,22.21,-5
10_HORNSEY_4276,0,5,1,715.2,30,0,0,23.84,5
10_HORNSEY_42764,52,33,0,1157.1,190,626.29,63,6.09,-19
10_HORNSEY_42765,14,18,0,356.85,61,127.79,13,5.85,4
10_HORNSEY_42766,38,42,0,906.75,155,245.62,26,5.85,4
10_HORNSEY_4277,0,27,0,744.12,159,0,0,4.68,27
10_HORNSEY_4278,11,11,0,1532.72,161,275.77,23,9.52,0
10_HORNSEY_4280,14,5,1,412.28,22,47.98,2,18.74,-9
10_HORNSEY_4282,31,9,1,1375.98,142,271.8,20,9.69,-22
10_HORNSEY_4283,14,17,0,636.64,46,173.91,9,13.84,3
10_HORNSEY_42874,55,48,0,842.12,74,70.84,4,11.38,-7
10_HORNSEY_42881,92,64,0,282.24,72,162.77,23,3.92,-28
10_HORNSEY_42886,3,12,0,158.88,12,0,0,13.24,9
10_HORNSEY_4291,13,12,0,1735.13,167,337.74,26,10.39,-1
10_HORNSEY_4294,0,13,0,3138.28,268,463.7,30,11.71,13
10_HORNSEY_42948,15,20,0,574.56,84,263.78,22,6.84,5
10_HORNSEY_42953,0,5,1,698.42,47,275.88,12,14.86,5
10_HORNSEY_4296,11,16,0,2424.69,261,607.53,47,9.29,5
10_HORNSEY_4298,0,0,1,171.68,232,0,0,0.74,0
10_HORNSEY_4299,42,13,0,595.97,61,163.88,12,9.77,-29
10_HORNSEY_4300,9,9,1,,,0,0,,0
10_HORNSEY_43011,0,0,1,,,0,0,,0
10_HORNSEY_43013,0,0,1,,,0,0,,0
10_HORNSEY_4303,18,12,0,1294.26,222,107.87,13,5.83,-6
10_HORNSEY_43043,9,11,0,108.24,24,7.99,1,4.51,2
10_HORNSEY_4309,18,10,1,2208.96,312,269.7,30,7.08,-8
10_HORNSEY_43092,4,11,0,868.8,60,0,0,14.48,7
10_HORNSEY_43124,18,15,0,844.6,206,329.45,55,4.1,-3
10_HORNSEY_43129,7,7,1,102.57,13,29.98,2,7.89,0
10_HORNSEY_4313,16,11,0,2077.94,107,251.91,9,19.42,-5
10_HORNSEY_43131,6,13,0,418.56,48,116.91,9,8.72,7
10_HORNSEY_4315,4,4,1,692.1,30,89.97,3,23.07,0
10_HORNSEY_4317,5,3,1,427.14,18,104.97,3,23.73,-2
10_HORNSEY_4320,5,0,1,2233.24,62,444.91,9,36.02,-5
10_HORNSEY_43223,70,63,0,1921.32,324,428.61,39,5.93,-7
10_HORNSEY_43224,23,14,0,,,0,0,,-9
10_HORNSEY_43225,44,43,0,1316.88,72,32.99,1,18.29,-1
10_HORNSEY_43232,9,5,1,157.68,24,32.97,3,6.57,-4
10_HORNSEY_43245,9,11,0,303.14,46,109.89,11,6.59,2
10_HORNSEY_4327,4,5,1,1717.96,116,359.82,18,14.81,1
10_HORNSEY_43292,7,3,1,77.88,12,49.95,5,6.49,-4
10_HORNSEY_4330,44,37,0,7172.55,345,1221.57,43,20.79,-7
10_HORNSEY_43308,3,3,1,165.36,24,35.97,3,6.89,0
10_HORNSEY_4334,18,12,0,510.8,20,79.98,2,25.54,-6
10_HORNSEY_43362,58,50,0,,,219.98,2,,-8
10_HORNSEY_43365,29,12,0,626.99,91,113.91,9,6.89,-17
10_HORNSEY_4340,0,12,0,343.8,36,0,0,9.55,12
10_HORNSEY_4343,20,5,1,1041.67,161,197.81,19,6.47,-15
10_HORNSEY_43434,72,35,0,1261.98,81,363.86,14,15.58,-37
10_HORNSEY_4344,0,3,1,192.78,18,0,0,10.71,3
10_HORNSEY_4345,18,5,1,921.58,59,379.81,19,15.62,-13
10_HORNSEY_43450,6,10,1,793.1,70,152.91,9,11.33,4
10_HORNSEY_4346,11,9,1,2055.55,245,379.18,32,8.39,-2
10_HORNSEY_4349,12,17,0,1840.72,152,363.78,22,12.11,5
10_HORNSEY_435,4,10,1,1023.2,80,151.92,8,12.79,6
10_HORNSEY_4351,13,12,0,744,48,137.94,6,15.5,-1
10_HORNSEY_4355,6,3,1,119.46,6,50.98,2,19.91,-3
10_HORNSEY_4359,20,3,1,2875.83,373,579.5,50,7.71,-17
10_HORNSEY_43590,15,32,0,856.8,84,63.96,4,10.2,17
10_HORNSEY_43618,9,15,0,94.08,12,25.98,2,7.84,6
10_HORNSEY_4363,3,4,1,830.55,35,197.94,6,23.73,1
10_HORNSEY_4365,0,74,0,174.47,239,0,0,0.73,74
10_HORNSEY_43652,15,11,0,,,0,0,,-4
10_HORNSEY_4366,0,12,0,858.98,58,0,0,14.81,12
10_HORNSEY_43662,0,10,1,238.32,12,0,0,19.86,10
10_HORNSEY_4368,7,5,1,4375.53,183,1019.7,30,23.91,-2
10_HORNSEY_43685,12,9,1,,,13.99,1,,-3
10_HORNSEY_4370,14,14,0,597,75,14.99,1,7.96,0
10_HORNSEY_43737,14,16,0,141.12,24,80.92,8,5.88,2
10_HORNSEY_43788,8,12,0,816.24,24,0,0,34.01,4
10_HORNSEY_438,12,6,1,919.44,72,171.9,10,12.77,-6
10_HORNSEY_4380,8,16,0,834.68,77,73.95,5,10.84,8
10_HORNSEY_43801,5,6,1,467.2,80,108.89,11,5.84,1
10_HORNSEY_43808,14,39,0,425.7,129,63.92,8,3.3,25
10_HORNSEY_43809,42,33,0,1862.96,319,478.61,39,5.84,-9
10_HORNSEY_4382,16,6,1,1075.32,103,74.95,5,10.44,-10
10_HORNSEY_4385,8,3,1,1670.54,101,324.87,13,16.54,-5
10_HORNSEY_4386,2,6,1,412.08,12,44.99,1,34.34,4
10_HORNSEY_43872,75,134,0,2595.3,205,1537.99,85,12.66,59
10_HORNSEY_43873,15,15,0,1119.84,24,575.92,8,46.66,0
10_HORNSEY_43877,11,89,0,1693.44,96,63.98,2,17.64,78
10_HORNSEY_4389,3,4,1,297.72,18,107.96,4,16.54,1
10_HORNSEY_4390,6,5,1,1366.53,41,321.93,7,33.33,-1
10_HORNSEY_4391,3,1,1,108.6,6,0,0,18.1,-2
10_HORNSEY_43918,9,10,1,93.48,12,0,0,7.79,1
10_HORNSEY_43920,7,12,0,193.2,24,11.99,1,8.05,5
10_HORNSEY_43922,0,0,1,149.75,25,35.96,4,5.99,0
10_HORNSEY_4401,12,6,1,29.19,1,0,0,29.19,-6
10_HORNSEY_4402,0,31,0,1571.04,36,0,0,43.64,31
10_HORNSEY_44037,34,36,0,1036.26,303,275.46,44,3.42,2
10_HORNSEY_44038,8,23,0,1658.38,283,540.53,47,5.86,15
10_HORNSEY_4404,35,21,0,717.12,166,173.28,22,4.32,-14
10_HORNSEY_44041,15,15,0,182.64,24,91.92,8,7.61,0
10_HORNSEY_44072,10,13,0,462.72,64,115.9,10,7.23,3
10_HORNSEY_44081,12,6,1,,,37.98,2,,-6
10_HORNSEY_44082,0,16,0,433.44,48,0,0,9.03,16
10_HORNSEY_4410,4,5,1,2981.68,376,699.3,70,7.93,1
10_HORNSEY_44106,12,42,0,473.28,48,0,0,9.86,30
10_HORNSEY_4412,7,2,1,408.9,30,53.97,3,13.63,-5
10_HORNSEY_4413,48,24,0,1573.92,1093,427.85,215,1.44,-24
10_HORNSEY_44138,15,12,0,312.28,37,194.85,15,8.44,-3
10_HORNSEY_4414,10,7,1,1181.57,149,179.82,18,7.93,-3
10_HORNSEY_44145,12,19,0,545.2,94,240.75,25,5.8,7
10_HORNSEY_44148,12,0,1,167.76,36,20.97,3,4.66,-12
10_HORNSEY_4416,18,20,0,1267.2,165,189.81,19,7.68,2
10_HORNSEY_4418,0,17,0,522,18,0,0,29,17
10_HORNSEY_44208,18,18,0,2080.5,190,427.8,20,10.95,0
10_HORNSEY_44217,62,46,0,32.85,3,34.98,2,10.95,-16
10_HORNSEY_44228,82,37,0,396.89,71,413.62,38,5.59,-45
10_HORNSEY_44233,19,17,0,164.16,24,47.96,4,6.84,-2
10_HORNSEY_44234,15,17,0,113.4,12,14.99,1,9.45,2
10_HORNSEY_44238,13,7,1,64.8,12,27.97,3,5.4,-6
10_HORNSEY_44266,22,48,0,338.72,58,28.97,3,5.84,26
10_HORNSEY_4429,21,22,0,4137.09,239,536.76,24,17.31,1
10_HORNSEY_44292,3,8,1,293.3,35,64.95,5,8.38,5
10_HORNSEY_443,19,18,0,3300.75,135,953.73,27,24.45,-1
10_HORNSEY_4431,14,14,0,266.4,24,80.95,5,11.1,0
10_HORNSEY_44334,10,15,0,1019.2,130,290.78,22,7.84,5
10_HORNSEY_44337,8,16,0,708.96,84,38.97,3,8.44,8
10_HORNSEY_44340,6,7,1,318.24,36,77.94,6,8.84,1
10_HORNSEY_44362,17,14,0,239.76,36,208.81,19,6.66,-3
10_HORNSEY_4437,16,78,0,2817.6,120,391.89,11,23.48,62
10_HORNSEY_4438,14,14,0,1940.4,264,559.44,56,7.35,0
10_HORNSEY_44452,7,7,1,233.64,36,98.91,9,6.49,0
10_HORNSEY_4447,28,31,0,577.64,28,105.96,4,20.63,3
10_HORNSEY_44494,22,26,0,846,188,131.84,16,4.5,4
10_HORNSEY_4450,7,7,1,758.91,41,57.98,2,18.51,0
10_HORNSEY_44511,67,27,0,673.79,71,666.1,40,9.49,-40
10_HORNSEY_44547,17,23,0,1625.4,36,0,0,45.15,6
10_HORNSEY_446,22,14,0,620.4,60,48.97,3,10.34,-8
10_HORNSEY_44620,13,46,0,783.29,73,130.53,11,10.73,33
10_HORNSEY_44708,11,5,1,,,0,0,,-6
10_HORNSEY_44712,93,22,0,165.48,12,221.91,9,13.79,-71
10_HORNSEY_44714,12,11,0,1134.84,84,0,0,13.51,-1
10_HORNSEY_44717,53,23,0,962.48,106,317.81,19,9.08,-30
10_HORNSEY_44719,23,31,0,2073.89,301,775.27,73,6.89,8
10_HORNSEY_44733,15,19,0,67.47,13,23.97,3,5.19,4
10_HORNSEY_44734,13,22,0,462.4,85,187.79,21,5.44,9
10_HORNSEY_4478,18,18,0,2638.35,195,521.71,29,13.53,0
10_HORNSEY_44780,14,11,0,154.8,12,43.98,2,12.9,-3
10_HORNSEY_44783,4,2,1,,,29.98,2,,-2
10_HORNSEY_44785,8,3,1,,,19.99,1,,-5
10_HORNSEY_4480,9,10,1,1061.44,107,189.86,14,9.92,1
10_HORNSEY_4482,0,3,1,176.4,6,0,0,29.4,3
10_HORNSEY_44828,20,21,0,206.4,24,13.99,1,8.6,1
10_HORNSEY_4483,46,51,0,467.06,242,99.6,40,1.93,5
10_HORNSEY_44838,9,4,1,,,37.99,1,,-5
10_HORNSEY_44854,10,4,1,424.44,12,52.99,1,35.37,-6
10_HORNSEY_44859,0,24,0,269.28,36,0,0,7.48,24
10_HORNSEY_4488,12,12,0,1395.48,174,563.49,51,8.02,0
10_HORNSEY_4491,10,6,1,,,28.99,1,,-4
10_HORNSEY_44911,12,7,1,126.24,12,0,0,10.52,-5
10_HORNSEY_44915,21,22,0,154.8,24,0,0,6.45,1
10_HORNSEY_44916,0,10,1,307.8,27,0,0,11.4,10
10_HORNSEY_44921,11,10,1,113.4,12,29.98,2,9.45,-1
10_HORNSEY_4494,12,13,0,1327.45,139,433.74,26,9.55,1
10_HORNSEY_44943,46,3,1,386.65,37,63.96,4,10.45,-43
10_HORNSEY_44944,0,57,0,895.8,60,0,0,14.93,57
10_HORNSEY_4498,8,4,1,,,38.99,1,,-4
10_HORNSEY_450,7,6,1,702.72,36,149.94,6,19.52,-1
10_HORNSEY_4502,0,9,1,2005.08,124,505.77,23,16.17,9
10_HORNSEY_45035,8,8,1,137.22,6,0,0,22.87,0
10_HORNSEY_45063,12,57,0,287.4,60,39.96,4,4.79,45
10_HORNSEY_451,22,10,1,588.76,164,144.71,29,3.59,-12
10_HORNSEY_4513,7,3,1,,,89.98,2,,-4
10_HORNSEY_45203,14,11,0,61.44,12,0,0,5.12,-3
10_HORNSEY_4521,7,5,1,683.06,41,93.96,4,16.66,-2
10_HORNSEY_4522,6,14,0,472.82,47,92.94,6,10.06,8
10_HORNSEY_4524,4,10,1,263.88,12,27.49,1,21.99,6
10_HORNSEY_45240,20,8,1,,,0,0,,-12
10_HORNSEY_4527,4,6,1,161.52,6,0,0,26.92,2
10_HORNSEY_4528,0,1,1,3419.52,32,1439.91,9,106.86,1
10_HORNSEY_45298,4,11,0,392.04,12,53.99,1,32.67,7
10_HORNSEY_45322,72,35,0,55.92,12,71.92,8,4.66,-37
10_HORNSEY_45333,13,21,0,114.24,24,27.97,3,4.76,8
10_HORNSEY_45392,3,9,1,294,24,18.99,1,12.25,6
10_HORNSEY_4540,0,5,1,272.64,12,0,0,22.72,5
10_HORNSEY_45457,21,17,0,62.28,12,28.97,3,5.19,-4
10_HORNSEY_45460,4,16,0,470.16,72,152.85,15,6.53,12
10_HORNSEY_45496,14,30,0,312.11,59,18.98,2,5.29,16
10_HORNSEY_4550,11,13,0,1597.12,161,454.65,35,9.92,2
10_HORNSEY_45503,15,14,0,1217.2,179,269.73,27,6.8,-1
10_HORNSEY_45524,8,61,0,353.8,61,9.99,1,5.8,53
10_HORNSEY_45525,23,64,0,443.25,75,99.9,10,5.91,41
10_HORNSEY_45526,6,34,0,285.6,48,0,0,5.95,28
10_HORNSEY_45535,16,18,0,124.83,19,43.96,4,6.57,2
10_HORNSEY_45599,9,6,1,11.72,1,16.99,1,11.72,-3
10_HORNSEY_45600,9,8,1,87.96,12,0,0,7.33,-1
10_HORNSEY_45605,13,19,0,73.44,12,0,0,6.12,6
10_HORNSEY_4563,15,13,0,3642,300,973.46,54,12.14,-2
10_HORNSEY_4565,15,12,0,1925.77,287,826.21,79,6.71,-3
10_HORNSEY_45752,10,12,0,84.89,13,11.99,1,6.53,2
10_HORNSEY_45769,18,20,0,159.6,24,47.96,4,6.65,2
10_HORNSEY_4580,5,5,1,514.74,23,119.96,4,22.38,0
10_HORNSEY_4582,0,5,1,525.42,18,0,0,29.19,5
10_HORNSEY_45822,54,37,0,1100.85,205,211.77,23,5.37,-17
10_HORNSEY_45823,21,17,0,79.92,12,49.95,5,6.66,-4
10_HORNSEY_45831,6,13,0,137.76,12,16.99,1,11.48,7
10_HORNSEY_45845,3,8,1,127.92,12,17.99,1,10.66,5
10_HORNSEY_45848,77,23,0,934.83,141,395.16,32,6.63,-54
10_HORNSEY_45876,9,15,0,124.08,12,0,0,10.34,6
10_HORNSEY_45885,9,12,0,311.52,24,99.95,5,12.98,3
10_HORNSEY_45921,24,12,0,5.13,1,0,0,5.13,-12
10_HORNSEY_4595,0,5,1,412.14,6,0,0,68.69,5
10_HORNSEY_45992,2,0,1,,,0,0,,-2
10_HORNSEY_46021,51,15,0,1229.46,186,431.66,34,6.61,-36
10_HORNSEY_46023,47,33,0,696.42,106,309.76,24,6.57,-14
10_HORNSEY_4606,0,6,1,617.58,6,0,0,102.93,6
10_HORNSEY_46060,21,19,0,101.88,12,55.96,4,8.49,-2
10_HORNSEY_46070,0,12,0,107.52,12,0,0,8.96,12
10_HORNSEY_46093,12,14,0,235.08,36,32.97,3,6.53,2
10_HORNSEY_46096,12,9,1,163.2,24,130.87,13,6.8,-3
10_HORNSEY_46098,14,12,0,349.74,58,107.9,10,6.03,-2
10_HORNSEY_46132,8,5,1,,,25.98,2,,-3
10_HORNSEY_46141,6,12,0,155.76,12,22.99,1,12.98,6
10_HORNSEY_4620,0,8,1,257.04,12,0,0,21.42,8
10_HORNSEY_46201,13,12,0,540,48,121.93,7,11.25,-1
10_HORNSEY_46202,34,52,0,1778.7,294,167.8,12,6.05,18
10_HORNSEY_46217,18,21,0,56.64,12,0,0,4.72,3
10_HORNSEY_4624,17,7,1,726.72,48,267.89,11,15.14,-10
10_HORNSEY_4625,8,3,1,671.94,6,149.99,1,111.99,-5
10_HORNSEY_4626,13,3,1,1376.37,123,210.91,9,11.19,-10
10_HORNSEY_4628,3,5,1,7359.08,92,1699.83,17,79.99,2
10_HORNSEY_4629,11,8,1,323.76,12,67.98,2,26.98,-3
10_HORNSEY_46297,5,12,0,278.64,36,131.89,11,7.74,7
10_HORNSEY_463,4,13,0,738.9,30,33.99,1,24.63,9
10_HORNSEY_46310,15,15,0,703.28,149,140.83,17,4.72,0
10_HORNSEY_4632,0,11,0,716.28,12,0,0,59.69,11
10_HORNSEY_4634,10,13,0,1601.76,188,231.82,18,8.52,3
10_HORNSEY_46379,56,31,0,1051.68,112,89.95,5,9.39,-25
10_HORNSEY_46380,53,74,0,758.52,84,84.95,5,9.03,21
10_HORNSEY_46381,17,33,0,859.16,94,143.92,8,9.14,16
10_HORNSEY_46402,0,12,0,65.64,12,0,0,5.47,12
10_HORNSEY_46422,36,34,0,,,0,0,,-2
10_HORNSEY_46424,14,20,0,847.36,128,209.79,21,6.62,6
10_HORNSEY_46428,13,14,0,355.77,59,103.89,11,6.03,1
10_HORNSEY_46429,2,9,1,139.2,24,36.96,4,5.8,7
10_HORNSEY_46447,46,36,0,1383.12,226,459.6,40,6.12,-10
10_HORNSEY_46453,0,12,0,87.96,12,0,0,7.33,12
10_HORNSEY_46458,63,42,0,,,47.97,3,,-21
10_HORNSEY_46476,76,38,0,,,79.92,8,,-38
10_HORNSEY_46485,12,11,0,,,0,0,,-1
10_HORNSEY_46489,19,21,0,441.32,59,129.9,10,7.48,2
10_HORNSEY_46498,4,9,1,81,12,39.96,4,6.75,5
10_HORNSEY_4652,9,3,1,11376.96,96,999.95,5,118.51,-6
10_HORNSEY_46554,24,16,0,,,0,0,,-8
10_HORNSEY_46568,17,12,0,765.81,127,195.84,16,6.03,-5
10_HORNSEY_46580,16,12,0,62.28,12,31.96,4,5.19,-4
10_HORNSEY_46582,0,8,1,82.08,12,0,0,6.84,8
10_HORNSEY_46599,20,23,0,271.08,36,40.96,4,7.53,3
10_HORNSEY_46600,10,16,0,90.96,12,9.99,1,7.58,6
10_HORNSEY_4662,28,9,1,2645.36,172,559.72,28,15.38,-19
10_HORNSEY_46628,2,10,1,347.4,36,69.95,5,9.65,8
10_HORNSEY_4664,28,25,0,3887.8,140,846.78,22,27.77,-3
10_HORNSEY_46694,7,8,1,193.2,12,47.98,2,16.1,1
10_HORNSEY_4670,0,1,1,1575.63,549,563.06,94,2.87,1
10_HORNSEY_4673,22,25,0,34341.76,736,2659.62,38,46.66,3
10_HORNSEY_46734,56,23,0,328.32,48,32.97,3,6.84,-33
10_HORNSEY_46762,57,24,0,383.52,48,110.91,9,7.99,-33
10_HORNSEY_46764,53,18,0,295.56,36,123.9,10,8.21,-35
10_HORNSEY_4677,6,4,1,415.32,12,0,0,34.61,-2
10_HORNSEY_4678,3,1,1,5470.28,326,1034.55,45,16.78,-2
10_HORNSEY_46788,19,24,0,134.88,24,0,0,5.62,5
10_HORNSEY_4679,14,18,0,3020.5,350,452.64,36,8.63,4
10_HORNSEY_4682,0,46,0,2853.52,106,215.94,6,26.92,46
10_HORNSEY_46826,10,10,1,124.08,12,0,0,10.34,0
10_HORNSEY_4683,92,51,0,2095.68,708,340.92,88,2.96,-41
10_HORNSEY_46830,41,19,0,283.68,48,73.59,9,5.91,-22
10_HORNSEY_4686,8,3,1,3995.28,93,628.89,11,42.96,-5
10_HORNSEY_4687,0,9,1,210.6,12,0,0,17.55,9
10_HORNSEY_4689,53,53,0,32130.12,964,2780.47,53,33.33,0
10_HORNSEY_4692,0,11,0,430.5,35,0,0,12.3,11
10_HORNSEY_46934,82,35,0,123.72,12,54.93,3,10.31,-47
10_HORNSEY_46985,20,57,0,756,48,24.99,1,15.75,37
10_HORNSEY_47009,13,10,1,506.4,60,39.47,3,8.44,-3
10_HORNSEY_4701,14,9,1,1141.2,90,209.88,12,12.68,-5
10_HORNSEY_47014,20,41,0,391.68,48,69.95,5,8.16,21
10_HORNSEY_4702,4,15,0,1715.98,103,415.84,16,16.66,11
10_HORNSEY_47090,4,6,1,389.5,25,95.96,4,15.58,2
